districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,1582,3492,45.30355097365407,6466,19310,33.48524080787157,619.1575321452185,1873.8301855182842,33.04235020496082
Ciutat_Vella,300,517,58.027079303675045,614,1447,42.4326192121631,53.3337715714558,109.24794119097878,48.8190175393986
Eixample,138,140,98.57142857142858,1660,2159,76.88744789254285,165.2144024312695,207.55438362316366,79.60053627738995
Sants_Montjuic,143,490,29.183673469387756,444,2907,15.273477812177502,42.69055383799819,284.6973812855034,14.995063756904306
Les_Corts,111,231,48.05194805194805,428,1227,34.88182559087205,41.38085871411552,117.14190588320041,35.32541015285807
Sarria_Sant_Gervasi,236,548,43.06569343065693,847,2654,31.914091936699325,76.32761075833349,286.6812608650586,26.624555273691584
Gracia,323,337,95.84569732937686,1171,1288,90.91614906832298,98.8346234309987,108.13260029331913,91.40131945676063
Horta_Guinardo,165,444,37.16216216216216,524,2233,23.466188983430364,52.27368836206869,228.96481789601998,22.83044567388855
Nou_Barris,76,336,22.61904761904762,234,1603,14.597629444791016,27.396111899827975,162.43614420741625,16.865773337272536
Sant_Andreu,113,308,36.688311688311686,355,1543,23.00712896953986,35.69354313184791,142.16588776340268,25.106967426145378
Sant_Marti,185,342,54.09356725146199,755,2505,30.13972055888224,80.23522671207596,242.12624872171415,33.13776475523464
