districts,mapped passatges,total passatges,percentage passatges
Barcelona,86,350,24.571428571428573
Ciutat_Vella,7,28,25.0
Eixample,30,40,75.0
Sants_Montjuic,1,22,4.545454545454546
Les_Corts,0,18,0.0
Sarria_Sant_Gervasi,6,36,16.666666666666664
Gracia,18,27,66.66666666666666
Horta_Guinardo,9,67,13.432835820895523
Nou_Barris,1,18,5.555555555555555
Sant_Andreu,3,20,15.0
Sant_Marti,12,74,16.216216216216218
