districts,mapped passatges,total passatges,percentage passatges
Barcelona,14,350,4.0
Ciutat_Vella,0,28,0.0
Eixample,7,40,17.5
Sants_Montjuic,0,22,0.0
Les_Corts,0,18,0.0
Sarria_Sant_Gervasi,4,36,11.11111111111111
Gracia,2,27,7.4074074074074066
Horta_Guinardo,0,67,0.0
Nou_Barris,0,18,0.0
Sant_Andreu,0,20,0.0
Sant_Marti,1,74,1.3513513513513513
