districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,1139,3492,32.61741122565865,4683,19310,24.25168306576903,452.52818389597127,1873.8301855182842,24.14990362484774
Ciutat_Vella,248,517,47.969052224371374,498,1447,34.41603317208017,44.22249221632781,109.24794119097878,40.47901656931134
Eixample,124,140,88.57142857142857,1240,2159,57.433997220935616,124.30527203881302,207.55438362316366,59.890458524114834
Sants_Montjuic,92,490,18.775510204081634,275,2907,9.459924320605435,25.533887173080036,284.6973812855034,8.968781889663347
Les_Corts,87,231,37.66233766233766,322,1227,26.24286878565607,33.32552294446044,117.14190588320041,28.44884816684524
Sarria_Sant_Gervasi,180,548,32.846715328467155,667,2654,25.131876412961567,58.76808886894258,286.6812608650586,20.499452490061714
Gracia,258,337,76.55786350148368,937,1288,72.74844720496894,75.39830498031962,108.13260029331913,69.72763512187363
Horta_Guinardo,95,444,21.396396396396398,295,2233,13.21092700403045,30.916076720778204,228.96481789601998,13.502544628851298
Nou_Barris,38,336,11.30952380952381,140,1603,8.73362445414847,19.91027326607996,162.43614420741625,12.257292466051364
Sant_Andreu,84,308,27.27272727272727,251,1543,16.26701231367466,27.57513709921967,142.16588776340268,19.396451239492244
Sant_Marti,138,342,40.35087719298245,575,2505,22.954091816367264,63.481231976103146,242.12624872171415,26.21823627601185
