districts,mapped streets,total streets,percentage street,mapped segments ,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,1017,3492,29.12371134020619,4366,19310,22.610046607975143,422.6571710243257,1873.8301855182842,22.55578836816649
Ciutat_Vella,190,517,36.7504835589942,403,1447,27.850725639253625,39.190220563458865,109.24794119097878,35.872731454910955
Eixample,119,140,85.0,1180,2159,54.65493283927745,118.67091473651536,207.55438362316366,57.17581708704096
Sants_Montjuic,92,490,18.775510204081634,275,2907,9.459924320605435,25.533887173080036,284.6973812855034,8.968781889663347
Les_Corts,87,231,37.66233766233766,322,1227,26.24286878565607,33.32552294446044,117.14190588320041,28.44884816684524
Sarria_Sant_Gervasi,175,548,31.934306569343068,661,2654,24.905802562170308,58.274672184483826,286.6812608650586,20.327339153120935
Gracia,239,337,70.91988130563797,896,1288,69.56521739130434,70.16946475117396,108.13260029331913,64.89205342406744
Horta_Guinardo,68,444,15.315315315315313,229,2233,10.25526197939991,22.491949283166974,228.96481789601998,9.823321106643233
Nou_Barris,38,336,11.30952380952381,140,1603,8.73362445414847,19.91027326607996,162.43614420741625,12.257292466051364
Sant_Andreu,85,308,27.5974025974026,251,1543,16.26701231367466,27.57513709921967,142.16588776340268,19.396451239492244
Sant_Marti,126,342,36.84210526315789,529,2505,21.117764471057885,58.458454561728374,242.12624872171415,24.14379063416504
