districts,mapped streets,total streets,percentage street,mapped segments ,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,767,3492,21.964490263459336,3507,19310,18.161574313827032,342.06917210632264,1873.8301855182842,18.25507854180017
Ciutat_Vella,105,517,20.309477756286267,246,1447,17.000691085003456,26.830688782636795,109.24794119097878,24.559445688531067
Eixample,110,140,78.57142857142857,1038,2159,48.07781380268643,105.62100936935339,207.55438362316366,50.88835394636578
Sants_Montjuic,90,490,18.367346938775512,273,2907,9.39112487100103,25.306346826085225,284.6973812855034,8.888858306956898
Les_Corts,59,231,25.541125541125542,240,1227,19.559902200489,25.42775547409657,117.14190588320041,21.706796796912304
Sarria_Sant_Gervasi,141,548,25.72992700729927,565,2654,21.28862094951017,47.79558563194955,286.6812608650586,16.672029935869094
Gracia,209,337,62.01780415430267,739,1288,57.37577639751553,56.997321474344815,108.13260029331913,52.7105806387108
Horta_Guinardo,63,444,14.18918918918919,203,2233,9.090909090909092,19.67710621212697,228.96481789601998,8.593943118834508
Nou_Barris,34,336,10.119047619047619,122,1603,7.610729881472239,18.297904515411084,162.43614420741625,11.264675485060959
Sant_Andreu,37,308,12.012987012987013,133,1543,8.619572261827608,16.03896625822198,142.16588776340268,11.281866916566212
Sant_Marti,110,342,32.16374269005848,459,2505,18.323353293413174,51.70747027091954,242.12624872171415,21.355582281518394
