districts,mapped passatges,total passatges,percentage passatges
Barcelona,119,350,34.0
Ciutat_Vella,10,28,35.714285714285715
Eixample,37,40,92.5
Sants_Montjuic,4,22,18.181818181818183
Les_Corts,1,18,5.555555555555555
Sarria_Sant_Gervasi,6,36,16.666666666666664
Gracia,22,27,81.48148148148148
Horta_Guinardo,10,67,14.925373134328357
Nou_Barris,1,18,5.555555555555555
Sant_Andreu,4,20,20.0
Sant_Marti,25,74,33.78378378378378
