districts,mapped passatges,total passatges,percentage passatges
Barcelona,97,350,27.714285714285715
Ciutat_Vella,7,28,25.0
Eixample,33,40,82.5
Sants_Montjuic,1,22,4.545454545454546
Les_Corts,0,18,0.0
Sarria_Sant_Gervasi,6,36,16.666666666666664
Gracia,20,27,74.07407407407408
Horta_Guinardo,9,67,13.432835820895523
Nou_Barris,1,18,5.555555555555555
Sant_Andreu,4,20,20.0
Sant_Marti,18,74,24.324324324324326
