districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,706,3492,20.217640320733103,3223,19310,16.69083376488866,311.20060719661114,1873.8301855182842,16.60772729576538
Ciutat_Vella,80,517,15.473887814313347,161,1447,11.126468555632343,15.536130995707294,109.24794119097878,14.22098286369373
Eixample,108,140,77.14285714285715,998,2159,46.22510421491432,101.47849584300359,207.55438362316366,48.89248498227252
Sants_Montjuic,88,490,17.959183673469386,270,2907,9.287925696594428,23.83436322453151,284.6973812855034,8.371823835158382
Les_Corts,59,231,25.541125541125542,240,1227,19.559902200489,25.42775547409657,117.14190588320041,21.706796796912304
Sarria_Sant_Gervasi,141,548,25.72992700729927,565,2654,21.28862094951017,47.79558563194955,286.6812608650586,16.672029935869094
Gracia,206,337,61.12759643916914,729,1288,56.59937888198758,56.248688758801485,108.13260029331913,52.01825222571361
Horta_Guinardo,55,444,12.387387387387387,160,2233,7.165248544558889,16.447434820491146,228.96481789601998,7.183389558111254
Nou_Barris,24,336,7.142857142857142,78,1603,4.865876481597006,14.040753252617929,162.43614420741625,8.643860220351671
Sant_Andreu,27,308,8.766233766233766,77,1543,4.990278677900195,10.623112842878331,142.16588776340268,7.472336022378082
Sant_Marti,101,342,29.53216374269006,428,2505,17.085828343313374,48.625864446017964,242.12624872171415,20.082855412304227
