districts,number of mapped streets,total number of streets,percentage street,number of mapped segments ,total number of segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,657,3695,17.780784844384304,3226,28583,11.286428996256516,264.9402023140958,1979.0021367957695,13.387565247557752
Ciutat_Vella,84,566,14.840989399293287,193,2374,8.129738837405224,15.337134725200508,121.06695157036005,12.668308342006185
Eixample,112,156,71.7948717948718,1076,4010,26.83291770573566,92.59496710040054,224.64177560734953,41.21894373833962
Sants_Montjuic,82,512,16.015625,300,4154,7.221954742416948,22.198322653517785,300.1012632172371,7.396944089985012
Les_Corts,60,241,24.896265560165975,274,1814,15.104740904079383,24.831196250078044,124.02458958115528,20.021188003069177
Sarria_Sant_Gervasi,140,578,24.22145328719723,652,3548,18.376550169109358,47.24950278735432,297.3283400630804,15.891355253027676
Gracia,195,357,54.621848739495796,763,1671,45.661280670257334,51.44489064348205,112.35069972633644,45.78955962783622
Horta_Guinardo,39,476,8.193277310924369,120,3010,3.9867109634551494,9.968168753625227,238.89499886961826,4.172615082271167
Nou_Barris,5,356,1.4044943820224718,23,2164,1.0628465804066543,1.3635373655902923,169.63296802504587,0.8038162519145273
Sant_Andreu,16,325,4.923076923076923,46,2232,2.0609318996415773,3.5364944730679104,150.1099557177492,2.3559359911594133
Sant_Marti,73,355,20.56338028169014,345,3932,8.774160732451678,34.75731370715441,257.00163872662773,13.52416034363334
