districts,mapped passatges,total passatges,percentage passatges
Barcelona,51,350,14.571428571428571
Ciutat_Vella,2,28,7.142857142857142
Eixample,21,40,52.5
Sants_Montjuic,1,22,4.545454545454546
Les_Corts,0,18,0.0
Sarria_Sant_Gervasi,5,36,13.88888888888889
Gracia,13,27,48.148148148148145
Horta_Guinardo,4,67,5.970149253731343
Nou_Barris,0,18,0.0
Sant_Andreu,1,20,5.0
Sant_Marti,5,74,6.756756756756757
