districts,mapped streets,total streets,percentage street,mapped segments ,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,637,3492,18.241695303550973,2869,19310,14.857586742620404,267.1942782407757,1873.8301855182842,14.259257872232014
Ciutat_Vella,80,517,15.473887814313347,161,1447,11.126468555632343,15.536130995707294,109.24794119097878,14.22098286369373
Eixample,105,140,75.0,933,2159,43.21445113478462,93.9469931867281,207.55438362316366,45.26379619006194
Sants_Montjuic,82,490,16.73469387755102,250,2907,8.599931200550396,22.21040798949425,284.6973812855034,7.801409303171974
Les_Corts,57,231,24.675324675324674,230,1227,18.744906275468622,24.437852002413923,117.14190588320041,20.86175038570771
Sarria_Sant_Gervasi,140,548,25.547445255474454,558,2654,21.024868123587037,47.018102026472896,286.6812608650586,16.400828531518286
Gracia,192,337,56.97329376854599,680,1288,52.79503105590062,50.943792490215394,108.13260029331913,47.11233462621439
Horta_Guinardo,39,444,8.783783783783784,105,2233,4.702194357366771,10.113234112785944,228.96481789601998,4.416938028172816
Nou_Barris,8,336,2.380952380952381,21,1603,1.3100436681222707,1.6472706134267983,162.43614420741625,1.0141034936925017
Sant_Andreu,15,308,4.870129870129871,38,1543,2.462734931950745,3.6158872007239053,142.16588776340268,2.543428144128068
Sant_Marti,69,342,20.175438596491226,301,2505,12.015968063872256,35.19257061466965,242.12624872171415,14.534801906222874
