districts,mapped passatges,total passatges,percentage passatges
Barcelona,6,350,1.7142857142857144
Ciutat_Vella,0,28,0.0
Eixample,5,40,12.5
Sants_Montjuic,0,22,0.0
Les_Corts,0,18,0.0
Sarria_Sant_Gervasi,0,36,0.0
Gracia,0,27,0.0
Horta_Guinardo,0,67,0.0
Nou_Barris,0,18,0.0
Sant_Andreu,0,20,0.0
Sant_Marti,1,74,1.3513513513513513
