districts,mapped passatges,total passatges,percentage passatges
Barcelona,122,350,34.85714285714286
Ciutat_Vella,10,28,35.714285714285715
Eixample,37,40,92.5
Sants_Montjuic,6,22,27.27272727272727
Les_Corts,1,18,5.555555555555555
Sarria_Sant_Gervasi,6,36,16.666666666666664
Gracia,23,27,85.18518518518519
Horta_Guinardo,10,67,14.925373134328357
Nou_Barris,1,18,5.555555555555555
Sant_Andreu,4,20,20.0
Sant_Marti,25,74,33.78378378378378
