districts,mapped passatges,total passatges,percentage passatges
Barcelona,115,350,32.857142857142854
Ciutat_Vella,9,28,32.142857142857146
Eixample,37,40,92.5
Sants_Montjuic,3,22,13.636363636363635
Les_Corts,1,18,5.555555555555555
Sarria_Sant_Gervasi,6,36,16.666666666666664
Gracia,21,27,77.77777777777779
Horta_Guinardo,9,67,13.432835820895523
Nou_Barris,1,18,5.555555555555555
Sant_Andreu,4,20,20.0
Sant_Marti,25,74,33.78378378378378
