districts,mapped passatges,total passatges,percentage passatges
Barcelona,37,350,10.571428571428571
Ciutat_Vella,1,28,3.571428571428571
Eixample,16,40,40.0
Sants_Montjuic,1,22,4.545454545454546
Les_Corts,0,18,0.0
Sarria_Sant_Gervasi,4,36,11.11111111111111
Gracia,8,27,29.629629629629626
Horta_Guinardo,3,67,4.477611940298507
Nou_Barris,0,18,0.0
Sant_Andreu,0,20,0.0
Sant_Marti,5,74,6.756756756756757
