districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,249,3492,7.130584192439862,761,19310,3.940963231486277,67.41892091439338,1873.8301855182842,3.5979205285214215
Ciutat_Vella,69,517,13.346228239845262,139,1447,9.606081548030408,12.890907936998643,109.24794119097878,11.7996804300996
Eixample,53,140,37.857142857142854,260,2159,12.042612320518758,25.195173504334765,207.55438362316366,12.13907076522132
Sants_Montjuic,10,490,2.0408163265306123,32,2907,1.1007911936704506,2.786716552594605,284.6973812855034,0.9788346278464706
Les_Corts,8,231,3.463203463203463,25,1227,2.037489812550937,3.2815736357896625,117.14190588320041,2.8013660961446596
Sarria_Sant_Gervasi,36,548,6.569343065693431,115,2654,4.3330821401657875,9.654069002584004,286.6812608650586,3.367527048490341
Gracia,109,337,32.34421364985163,297,1288,23.059006211180126,21.72697478887756,108.13260029331913,20.09289957879607
Horta_Guinardo,9,444,2.027027027027027,33,2233,1.477832512315271,2.9821350254190526,228.96481789601998,1.3024424681582882
Nou_Barris,7,336,2.083333333333333,17,1603,1.0605115408608858,1.3874802789304848,162.43614420741625,0.8541696712271118
Sant_Andreu,4,308,1.2987012987012987,7,1543,0.45366169799092676,0.54038999998921,142.16588776340268,0.38011228184959917
Sant_Marti,26,342,7.602339181286549,77,2505,3.0738522954091816,8.125986640288483,242.12624872171415,3.3560948815706553
