districts,mapped passatges,total passatges,percentage passatges
Barcelona,226,350,64.57142857142857
Ciutat_Vella,14,28,50.0
Eixample,40,40,100.0
Sants_Montjuic,11,22,50.0
Les_Corts,3,18,16.666666666666664
Sarria_Sant_Gervasi,12,36,33.33333333333333
Gracia,27,27,100.0
Horta_Guinardo,43,67,64.17910447761194
Nou_Barris,2,18,11.11111111111111
Sant_Andreu,14,20,70.0
Sant_Marti,62,74,83.78378378378379
