districts,mapped passatges,total passatges,percentage passatges
Barcelona,150,465,32.25806451612903
Ciutat_Vella,10,34,29.411764705882355
Eixample,39,75,52.0
Sants_Montjuic,7,25,28.000000000000004
Les_Corts,3,22,13.636363636363635
Sarria_Sant_Gervasi,9,38,23.684210526315788
Gracia,26,31,83.87096774193549
Horta_Guinardo,15,81,18.51851851851852
Nou_Barris,2,26,7.6923076923076925
Sant_Andreu,6,27,22.22222222222222
Sant_Marti,35,106,33.0188679245283
