districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,977,3573,27.343968653792334,3670,19310,19.005696530295182,341.8268802667509,1873.8301855182842,18.24214824312934
Ciutat_Vella,243,549,44.26229508196721,479,1447,33.10297166551486,37.584455902108054,109.24794119097878,34.40289628562046
Eixample,108,149,72.48322147651007,957,2159,44.32607688744789,91.86161780847486,207.55438362316366,44.259059339001524
Sants_Montjuic,59,498,11.847389558232932,243,2907,8.359133126934983,20.77426262107953,284.6973812855034,7.296963016405988
Les_Corts,45,234,19.230769230769234,142,1227,11.572942135289324,14.359137559620192,117.14190588320041,12.257899896163009
Sarria_Sant_Gervasi,90,558,16.129032258064516,259,2654,9.75885455915599,23.725545113117416,286.6812608650586,8.275931618804018
Gracia,227,347,65.4178674351585,803,1288,62.34472049689441,64.15744669178329,108.13260029331913,59.33219631984306
Horta_Guinardo,194,460,42.173913043478265,668,2233,29.91491267353336,62.45132768960519,228.96481789601998,27.275512571528033
Nou_Barris,62,340,18.235294117647058,220,1603,13.72426699937617,18.370950200964682,162.43614420741625,11.309644347077484
Sant_Andreu,47,317,14.826498422712934,180,1543,11.665586519766688,18.26497670664743,142.16588776340268,12.84765072268576
Sant_Marti,90,346,26.011560693641616,402,2505,16.047904191616766,43.79086722577417,242.12624872171415,18.085964432590227
