districts,mapped streets,total streets,percentage street,mapped segments ,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,669,3492,19.158075601374573,2505,19310,12.972553081305024,241.678524050643,1873.8301855182842,12.89756808906336
Ciutat_Vella,127,517,24.564796905222437,250,1447,17.277125086385624,23.307912727982345,109.24794119097878,21.334875947215572
Eixample,78,140,55.714285714285715,607,2159,28.114867994441873,61.58316986595703,207.55438362316366,29.670859651785342
Sants_Montjuic,51,490,10.408163265306122,186,2907,6.398348813209494,18.676558920595,284.6973812855034,6.560144261343087
Les_Corts,22,231,9.523809523809524,84,1227,6.845965770171149,9.56174397499923,117.14190588320041,8.162530652807572
Sarria_Sant_Gervasi,72,548,13.138686131386862,219,2654,8.251695553880936,19.84939218205933,286.6812608650586,6.923854081764512
Gracia,186,337,55.19287833827893,622,1288,48.29192546583851,48.90915611241109,108.13260029331913,45.230722261131916
Horta_Guinardo,146,444,32.88288288288289,463,2233,20.734437975817286,43.975430272190614,228.96481789601998,19.20619537808696
Nou_Barris,42,336,12.5,120,1603,7.485963817841547,11.016721991125632,162.43614420741625,6.782186344597219
Sant_Andreu,44,308,14.285714285714285,161,1543,10.434219053791317,16.978239471138497,142.16588776340268,11.942555094084357
Sant_Marti,75,342,21.929824561403507,328,2505,13.0938123752495,37.36903187199164,242.12624872171415,15.433697118457172
