districts,mapped streets,total streets,percentage street,mapped segments ,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,978,3492,28.006872852233677,3784,19310,19.596064215432417,363.4245637266063,1873.8301855182842,19.394743799907697
Ciutat_Vella,148,517,28.62669245647969,301,1447,20.801658604008296,27.559555842262114,109.24794119097878,25.22661346458203
Eixample,97,140,69.28571428571428,916,2159,42.42704955998147,90.95996517226982,207.55438362316366,43.82464180444244
Sants_Montjuic,72,490,14.69387755102041,234,2907,8.04953560371517,22.05251196033917,284.6973812855034,7.745948298071707
Les_Corts,23,231,9.956709956709958,85,1227,6.927465362673186,9.65108326293436,117.14190588320041,8.238796517923518
Sarria_Sant_Gervasi,115,548,20.985401459854014,330,2654,12.434061793519216,31.759242648594444,286.6812608650586,11.078241581874297
Gracia,246,337,72.99703264094956,868,1288,67.3913043478261,71.99569433013501,108.13260029331913,66.58093316431899
Horta_Guinardo,234,444,52.702702702702695,785,2233,35.15450067174205,78.27346635097265,228.96481789601998,34.18580508142481
Nou_Barris,60,336,17.857142857142858,211,1603,13.162819713038054,18.332641853906686,162.43614420741625,11.286060712262143
Sant_Andreu,84,308,27.27272727272727,285,1543,18.470511989630587,26.99626458019814,142.16588776340268,18.989270214473844
Sant_Marti,82,342,23.976608187134502,356,2505,14.211576846307386,40.398245457102625,242.12624872171415,16.684785590319876
