districts,mapped passatges,total passatges,percentage passatges
Barcelona,17,350,4.857142857142857
Ciutat_Vella,0,28,0.0
Eixample,3,40,7.5
Sants_Montjuic,1,22,4.545454545454546
Les_Corts,0,18,0.0
Sarria_Sant_Gervasi,2,36,5.555555555555555
Gracia,3,27,11.11111111111111
Horta_Guinardo,8,67,11.940298507462686
Nou_Barris,2,18,11.11111111111111
Sant_Andreu,0,20,0.0
Sant_Marti,1,74,1.3513513513513513
