districts,mapped passatges,total passatges,percentage passatges
Barcelona,15,350,4.285714285714286
Ciutat_Vella,0,28,0.0
Eixample,3,40,7.5
Sants_Montjuic,0,22,0.0
Les_Corts,0,18,0.0
Sarria_Sant_Gervasi,1,36,2.7777777777777777
Gracia,3,27,11.11111111111111
Horta_Guinardo,8,67,11.940298507462686
Nou_Barris,1,18,5.555555555555555
Sant_Andreu,0,20,0.0
Sant_Marti,0,74,0.0
