districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,1366,3492,39.11798396334479,5705,19310,29.54427757638529,542.0041824270816,1873.8301855182842,28.92493602760317
Ciutat_Vella,156,517,30.174081237911025,318,1447,21.976503109882515,28.644189748239626,109.24794119097878,26.21943208812153
Eixample,109,140,77.85714285714286,1285,2159,59.51829550717925,127.53495602887614,207.55438362316366,61.44652490714384
Sants_Montjuic,129,490,26.3265306122449,409,2907,14.069487444100448,36.28114357605339,284.6973812855034,12.743757393282634
Les_Corts,42,231,18.181818181818183,137,1227,11.165444172779136,15.070257688075964,117.14190588320041,12.86495859398274
Sarria_Sant_Gervasi,220,548,40.14598540145985,714,2654,26.90278824415976,64.98186713152005,286.6812608650586,22.666939211665856
Gracia,285,337,84.56973293768546,1026,1288,79.65838509316771,84.9636748376188,108.13260029331913,78.57359816294753
Horta_Guinardo,290,444,65.31531531531532,1005,2233,45.006717420510526,98.47027939396548,228.96481789601998,43.00672928654213
Nou_Barris,102,336,30.357142857142854,340,1603,21.210230817217717,32.883387248348185,162.43614420741625,20.243885625824188
Sant_Andreu,114,308,37.01298701298701,434,1543,28.12702527543746,42.64622774808445,142.16588776340268,29.997510949362027
Sant_Marti,122,342,35.67251461988304,617,2505,24.630738522954093,63.35552684215052,242.12624872171415,26.166319090404645
