districts,mapped passatges,total passatges,percentage passatges
Barcelona,16,350,4.571428571428571
Ciutat_Vella,0,28,0.0
Eixample,3,40,7.5
Sants_Montjuic,1,22,4.545454545454546
Les_Corts,0,18,0.0
Sarria_Sant_Gervasi,1,36,2.7777777777777777
Gracia,3,27,11.11111111111111
Horta_Guinardo,8,67,11.940298507462686
Nou_Barris,1,18,5.555555555555555
Sant_Andreu,0,20,0.0
Sant_Marti,0,74,0.0
