districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,1381,3573,38.650993562832355,5634,19310,29.1765924391507,505.7971335317089,1873.8301855182842,26.99268788819356
Ciutat_Vella,281,549,51.183970856102,613,1447,42.363510711817554,47.18082554967214,109.24794119097878,43.18692419767827
Eixample,127,149,85.23489932885906,1486,2159,68.82816118573413,134.8654468456786,207.55438362316366,64.9783659065186
Sants_Montjuic,107,498,21.485943775100402,356,2907,12.246302029583763,28.57208707422874,284.6973812855034,10.03595008328361
Les_Corts,77,234,32.9059829059829,238,1227,19.396903015484924,20.99878880126836,117.14190588320041,17.925940885924962
Sarria_Sant_Gervasi,142,558,25.448028673835125,468,2654,17.633760361718164,41.647853031792145,286.6812608650586,14.52758122596505
Gracia,297,347,85.5907780979827,1074,1288,83.38509316770187,87.1285093987849,108.13260029331913,80.57561656932434
Horta_Guinardo,246,460,53.47826086956522,895,2233,40.080609046126284,84.1095089008931,228.96481789601998,36.73468687188869
Nou_Barris,64,340,18.823529411764707,242,1603,15.096693699313787,20.341022298856522,162.43614420741625,12.52247299891758
Sant_Andreu,92,317,29.02208201892745,338,1543,21.90537913156189,29.5145012403927,142.16588776340268,20.760606995618907
Sant_Marti,149,346,43.0635838150289,685,2505,27.345309381237527,66.20159828654452,242.12624872171415,27.341768451809944
